Episode number;Time;Checkpoint;Hit;Direction;Speed;Acceleration;Step;CumulativeRew
222;186,8658;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,5235842;0,1733182;;100;-4,350266
223;187,2712;;-1 + -1 + -1 + -1 + -1 + -1 + ;0,4133053;0,1603764;;83;-2,426318
224;187,6599;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,5125945;0,1801156;;234;-4,30729
225;188,5665;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,237726;0,3677493;;116;-1,394525
226;189,0181;;-1 + -1 + -1 + -1 + ;5,109591;0,4706584;;434;1,580249
227;190,6444;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,075903;0,6696932;;333;4,745595
228;191,8513;;-1 + -1 + ;3,385097;0,4331434;;283;1,818241
229;192,9075;;-1 + -1 + ;0,7332911;0,208884;;234;-1,057825
230;193,9453;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,874008;0,5341725;;500;2,408178
231;196,0772;;-1 + -1 + -1 + ;1,454536;0,3222106;;83;-1,223253
232;196,4121;;-1 + -1 + -1 + -1 + ;3,415645;0,3534159;;200;1,76906
233;197,4476;;-1 + -1 + -1 + ;5,150156;0,8192195;;217;2,969376
234;198,4286;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,793974;0,2448912;;216;0,03886414
235;199,3257;;-1 + -1 + -1 + ;1,333266;0,2754106;;200;-1,391324
236;200,1086;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,925522;0,3856978;;150;-0,6887805
237;200,7018;1 + ;-1 + -1 + -1 + -1 + -1 + ;5,363813;0,9949009;;217;5,358713
238;201,6159;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,735426;0,5001065;;200;1,235535
239;202,4119;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,139797;0,3883591;;417;1,528156
240;203,973;;-1 + -1 + -1 + ;0,1696954;0,1324457;;166;-2,697859
