Episode number;Time;Checkpoint;Hit;Direction;Speed;Acceleration;Step;CumulativeRew
166;132,4968;;-1 + -1 + ;5,804379;0,683581;;333;4,487957
167;133,6234;2 + ;-1 + -1 + -1 + -1 + -1 + ;8,760647;0,9260024;;484;9,686646
168;135,2425;;-1 + -1 + -1 + -1 + -1 + -1 + ;3,256735;0,4719656;;183;0,7287016
169;135,9507;;-1 + -1 + -1 + ;2,744762;0,4505698;;233;0,1953323
170;136,7924;;-1 + -1 + -1 + ;3,688876;0,5628283;;150;1,251703
171;137,3149;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,461042;0,3342139;;200;-0,2047427
172;138,1181;2 + ;-1 + -1 + -1 + -1 + -1 + ;9,992595;1,212674;;434;11,20527
173;139,8832;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,704373;0,8439375;;383;3,548307
174;141,2429;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,264008;0,3116902;;217;-0,4243019
175;142,1131;;-1 + -1 + -1 + -1 + -1 + ;0,602332;0,168532;;100;-1,229136
176;142,5273;;-1 + -1 + ;6,095387;0,5683301;;433;4,663718
177;144,218;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,4949223;0,151028;;100;-4,343894
178;144,6302;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,0392883;0,1608237;;217;-1,878465
179;145,5244;;-1 + -1 + -1 + -1 + -1 + -1 + ;2,754617;0,3590805;;133;0,1136975
180;146,058;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,2348271;0,216245;;100;-2,548928
181;146,5302;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,1142317;0,1459999;;117;-1,739769
182;147,0587;;-1 + -1 + -1 + ;2,52542;0,3476807;;100;-0,1268985
183;147,5383;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,230121;0,2508477;;116;-1,519032
184;148,1304;;-1 + -1 + -1 + ;0,176374;0,1532338;;50;-2,670392
185;148,3727;;-1 + -1 + -1 + ;0,280214;0,1549651;;117;-2,564821
186;148,9837;;-1 + ;0,6109492;0,2045158;;117;-0,1845349
187;149,5542;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,448555;0,6311917;;266;1,079746
188;150,8393;;-1 + -1 + -1 + ;0,6578973;0,1952269;;84;-2,146876
189;151,2846;;-1 + -1 + -1 + -1 + ;0,6808565;0,2843917;;133;-3,034752
190;152,0241;;-1 + ;1,413422;0,355084;;167;0,7685058
191;152,8644;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,9677207;0,1897511;;133;-0,8425282
192;153,4344;2 + ;-1 + -1 + -1 + -1 + -1 + ;5,130662;0,764272;;283;5,894934
193;154,8575;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,680515;0,5457785;;200;2,226295
194;155,8997;;-1 + -1 + -1 + -1 + ;3,428002;0,6081612;;350;0,03616333
195;157,6978;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;3,175715;0,4629079;;184;1,638623
196;158,5095;2 + ;-1 + -1 + -1 + ;4,930088;0,7769746;;266;4,707064
197;159,8461;;-1 + -1 + -1 + ;-0,844483;0,1576883;;84;-3,686795
198;160,2691;;-1 + -1 + -1 + -1 + -1 + -1 + ;0,7637624;0,2684678;;166;-1,96777
199;161,0992;2 + ;-1 + -1 + -1 + -1 + ;10,89347;0,9758176;;667;9,869281
200;164,1169;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,89373;0,3042034;;167;-0,8020666
201;164,9151;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,2510207;0,2540597;;233;-2,49492
202;165,9162;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,595091;0,3610421;;133;-0,04386759
203;166,4319;;-1 + -1 + -1 + -1 + -1 + ;7,138183;0,7116042;;417;4,849788
204;167,9168;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,56176;0,1896439;;83;-2,248596
205;168,2473;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,8243424;0,1392909;;284;-2,685051
206;169,2769;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,706141;0,1555282;;233;-4,138331
207;170,1442;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;7,772555;1,106417;;467;6,878971
208;171,7542;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,641476;0,2962941;;100;-1,062229
209;172,1411;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;4,094063;0,5906999;;183;1,684763
210;172,8942;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,950903;0,223403;;333;-0,8256924
211;174,1933;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,472826;0,2863676;;134;-0,2408059
212;174,7528;2 + ;-1 + -1 + -1 + ;3,874523;0,7435971;;233;3,61812
213;175,7581;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,8147711;0,2005552;;100;-3,984674
214;176,1707;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,677954;0,7081086;;250;5,386062
215;177,1503;;-1 + -1 + -1 + -1 + -1 + -1 + ;3,830117;0,5325392;;233;1,362659
216;177,9719;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,520703;0,2480355;;117;-0,2312614
217;178,4149;2 + ;-1 + ;5,333192;0,9301386;;367;7,263331
218;179,9193;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,943947;0,3414464;;200;0,2853951
219;180,738;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,291749;0,2260825;;150;-2,482168
220;181,3205;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,542894;0,3566504;;183;-5,100456
221;182,0934;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;2,155883;0,2719341;;117;-1,572184
222;182,5447;2 + ;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;13,02727;1,509883;;633;12,53716
223;185,022;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,6351073;0,1752307;;200;-5,189662
224;185,9124;;-1 + -1 + -1 + -1 + -1 + ;0,6953731;0,2065971;;67;-3,09803
225;186,1993;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,8427114;0,2053075;;83;-5,951982
226;186,5819;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,633628;0,397716;;417;2,031346
227;188,2548;;-1 + -1 + -1 + -1 + -1 + -1 + ;0,9671084;0,2013659;;150;-1,831525
228;188,8548;;-1 + -1 + -1 + -1 + ;1,812956;0,2384505;;150;-1,948594
229;189,4807;;-1 + ;1,399051;0,1300305;;100;0,5290813
230;189,8435;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,3409417;0,1900434;;166;-3,469015
231;190,4719;;-1 + -1 + -1 + -1 + ;4,392623;0,6786742;;217;1,071297
232;191,2568;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,569469;0,3424788;;100;-3,088052
233;191,6804;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,33571;0,2759216;;167;-2,388367
234;192,2947;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;5,360482;0,4444804;;283;1,804963
235;193,3767;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + ;-0,2694951;0,1874831;;83;-4,082012
236;193,6903;;-1 + -1 + ;1,482476;0,3233093;;84;-0,1942146
237;194,0387;;-1 + -1 + -1 + -1 + ;1,731268;0,3133706;;133;-0,9553618
238;194,5677;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;0,1338617;0,2020862;;183;-5,664052
239;195,358;;-1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + -1 + ;1,840201;0,3057129;;184;-0,8540866
240;196,0589;;-1 + -1 + -1 + -1 + -1 + -1 + ;1,213133;0,2342745;;100;-2,552593
