Episode number;Time;Checkpoint;Hit;Direction;Speed;Acceleration;Step;CumulativeRew
104;132,8643;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;9,575973;3,812875;;617;7,388845
105;135,3173;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,959974;1,315297;;167;-2,724729
106;136,0591;;-2 + -2 + -2 + ;-1,659537;0,4899603;;116;-7,169577
107;136,4651;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;16,80032;7,540414;;1134;19,34077
108;139,9975;;-2 + -2 + -2 + -2 + ;1,462327;1,582674;;100;-4,955
109;140,3373;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,384181;0,879775;;150;-0,7360451
110;140,8303;;-2 + -2 + -2 + ;2,002356;0,8927522;;233;-3,104892
111;141,6347;1 + ;-2 + -2 + -2 + -2 + ;5,856623;2,854402;;617;5,711023
112;143,6817;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,15418;1,025764;;266;-2,820058
113;144,6756;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;0,521315;0,7867079;;134;-4,691977
114;145,1853;;-2 + -2 + ;1,883361;1,067396;;383;-1,04924
115;146,6263;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;5,417873;3,486216;;317;3,904091
116;147,8967;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,199372;0,8934799;;133;-2,907149
117;148,4222;;-2 + -2 + -2 + ;2,447181;1,283741;;100;-2,269078
118;148,8558;;-2 + -2 + ;4,751627;1,312567;;250;2,064197
119;149,8294;;-2 + -2 + ;3,092931;1,955216;;200;1,048148
120;150,6894;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,2729;1,205626;;367;-2,521474
121;152,1631;;-2 + -2 + -2 + ;1,701751;1,253848;;216;-3,044401
122;153,0515;;-2 + -2 + -2 + -2 + -2 + -2 + ;1,353744;0,765347;;300;-3,880909
123;154,2802;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,767896;1,829412;;584;0,5973067
124;156,6392;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;7,320073;3,82842;;550;6,148481
125;158,3737;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,064041;1,09978;;483;-6,836179
126;159,8334;;-2 + ;3,799871;1,837374;;383;3,637246
127;161,032;;-2 + -2 + -2 + ;-0,8716317;0,2167706;;317;-6,654861
128;162,037;;-2 + -2 + -2 + -2 + -2 + ;2,087047;1,023638;;183;-0,8893142
129;162,6481;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,220006;3,6844;;184;3,904407
130;163,3453;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;6,495033;4,497502;;383;4,992534
131;164,7418;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,555712;1,465;;317;-8,979288
132;165,9189;;-2 + -2 + -2 + -2 + -2 + -2 + ;-0,02325535;0,6065083;;283;-5,416747
133;167,0079;1 + ;-2 + -2 + -2 + ;5,281512;3,733947;;217;4,015457
134;167,861;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,474812;0,838092;;150;-1,687097
135;168,4801;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;5,288893;3,284354;;433;4,573246
136;169,988;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;4,308325;1,730811;;433;0,03914213
137;171,3336;;-2 + -2 + -2 + -2 + ;0,9913898;0,9065832;;84;-6,102026
138;171,6032;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;3,534673;1,552652;;166;-0,9126773
139;172,232;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;6,019845;2,667628;;500;2,687475
140;173,7665;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,111693;0,979266;;100;-3,909041
141;174,1079;;-2 + -2 + -2 + -2 + -2 + -2 + ;4,069283;1,723054;;350;-0,2076607
142;175,2081;;-2 + -2 + -2 + -2 + ;3,39165;1,438277;;184;-1,170073
143;175,8187;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + ;1,91891;1,080906;;150;-3,000185
144;176,3893;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;8,532974;3,11307;;600;5,646053
145;178,5961;;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;2,224563;0,9978971;;216;-2,777541
146;179,4421;1 + ;-2 + -2 + -2 + -2 + -2 + -2 + -2 + -2 + ;9,640299;5,075577;;600;11,71587
147;181,76;;-2 + ;2,994882;1,676499;;200;2,671381
